geography,variable,metric,data_year,estimate,geography_type,moe,share,share_moe,grouping
County of Pierce,Ferry,boardings_per_hour,2014,32.74,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Boardings,2015,187853,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Miles,2015,35553,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Hours,2015,5841,PSRC Region,0,0,0,All
County of Pierce,Ferry,boardings_per_hour,2015,32.16,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Boardings,2016,405581,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Miles,2016,38350,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Hours,2016,9684,PSRC Region,0,0,0,All
County of Pierce,Ferry,boardings_per_hour,2016,41.88,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Boardings,2017,436280,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Miles,2017,40842,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Hours,2017,10314,PSRC Region,0,0,0,All
County of Pierce,Ferry,boardings_per_hour,2017,42.3,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Boardings,2018,443016,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Miles,2018,40162,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Hours,2018,5071,PSRC Region,0,0,0,All
County of Pierce,Ferry,boardings_per_hour,2018,87.36,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Boardings,2019,460515,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Miles,2019,41557,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Hours,2019,5248,PSRC Region,0,0,0,All
County of Pierce,Ferry,boardings_per_hour,2019,87.75,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Boardings,2020,409972,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Miles,2020,42732,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Hours,2020,5397,PSRC Region,0,0,0,All
County of Pierce,Ferry,boardings_per_hour,2020,75.96,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Boardings,2021,450737,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Miles,2021,44090,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Hours,2021,5495,PSRC Region,0,0,0,All
County of Pierce,Ferry,boardings_per_hour,2021,82.03,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Boardings,2022,249511,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Miles,2022,26002,PSRC Region,0,0,0,All
County of Pierce,Ferry,Transit Revenue-Hours,2022,3286,PSRC Region,0,0,0,All
County of Pierce,Ferry,boardings_per_hour,2022,75.93,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2002,1513054,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2002,1112377,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2002,89604,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2002,16.89,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2003,1923088,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2003,1047643,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2003,84454,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2003,22.77,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2004,1927339,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2004,941400,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2004,56920,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2004,33.86,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2005,1958662,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2005,1093722,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2005,90377,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2005,21.67,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2006,2112866,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2006,1264699,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2006,77407,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2006,27.3,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2007,2226619,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2007,1326578,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2007,98705,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2007,22.56,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2008,2517228,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2008,1377909,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2008,112405,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2008,22.39,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2009,2490401,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2009,1455668,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2009,119074,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2009,20.91,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2010,2278575,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2010,1598397,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2010,129290,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2010,17.62,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2011,2323769,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2011,1444595,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2011,121172,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2011,19.18,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2012,2275208,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2012,1359451,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2012,112354,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2012,20.25,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2013,2004062,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2013,1197310,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2013,99786,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2013,20.08,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2014,1971113,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2014,1185612,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2014,99490,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2014,19.81,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2015,1944871,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2015,1197832,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2015,100406,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2015,19.37,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2016,1948785,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2016,1239254,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2016,103589,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2016,18.81,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2017,1902840,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2017,1265710,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2017,105656,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2017,18.01,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2018,1800312,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2018,1270213,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2018,105812,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2018,17.01,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2019,1606899,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2019,1195418,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2019,103309,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2019,15.55,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2020,806601,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2020,890830,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2020,76436,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2020,10.55,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2021,761882,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2021,991608,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2021,84115,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2021,9.06,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Boardings,2022,736380,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Miles,2022,839095,PSRC Region,0,0,0,All
Everett Transit,Bus,Transit Revenue-Hours,2022,69645,PSRC Region,0,0,0,All
Everett Transit,Bus,boardings_per_hour,2022,10.57,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2002,93691121,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2002,36419574,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2002,3047077,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2002,30.75,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2003,93722854,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2003,38349542,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2003,3105671,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2003,30.18,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2004,96566817,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2004,39130698,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2004,3142153,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2004,30.73,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2005,94857601,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2005,41208294,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2005,2485562,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2005,38.16,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2006,102673244,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2006,33947617,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2006,2909673,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2006,35.29,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2007,109511340,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2007,34006126,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2007,3010992,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2007,36.37,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2008,118078974,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2008,35651303,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2008,3145358,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2008,37.54,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2009,111180966,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2009,35410666,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2009,3131086,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2009,35.51,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2010,109008891,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2010,35195623,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2010,3110975,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2010,35.04,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2011,111996256,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2011,35865736,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2011,3105960,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2011,36.06,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2012,114562685,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2012,36109005,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2012,3168734,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2012,36.15,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2013,117717562,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2013,35974656,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2013,3177370,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2013,37.05,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2014,120108963,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2014,35483924,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2014,3162437,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2014,37.98,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2015,121072264,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2015,35535564,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2015,3226277,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2015,37.53,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2016,120902543,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2016,36655268,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2016,3446172,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2016,35.08,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2017,121352294,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2017,36948852,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2017,3511078,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2017,34.56,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2018,122212367,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2018,37951188,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2018,3585412,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2018,34.09,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2019,121735703,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2019,39074116,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2019,3683918,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2019,33.05,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2020,57642908,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2020,34025376,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2020,3337188,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2020,17.27,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2021,50512389,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2021,34538934,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2021,3319909,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2021,15.21,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Boardings,2022,46826871,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Miles,2022,24095437,PSRC Region,0,0,0,All
King County Metro,Bus,Transit Revenue-Hours,2022,2378124,PSRC Region,0,0,0,All
King County Metro,Bus,boardings_per_hour,2022,19.69,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2009,1081,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2009,11881,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2009,617,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2009,1.75,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2010,307640,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2010,43484,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2010,4518,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2010,68.09,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2011,383774,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2011,49550,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2011,4988,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2011,76.94,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2012,428288,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2012,50302,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2012,4927,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2012,86.93,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2013,445110,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2013,50060,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2013,5013,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2013,88.79,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2014,467119,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2014,49724,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2014,4992,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2014,93.57,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2015,515207,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2015,50868,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2015,5003,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2015,102.98,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2016,601942,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2016,51704,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2016,5092,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2016,118.21,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2017,599954,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2017,48762,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2017,4888,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2017,122.74,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2018,664365,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2018,49706,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2018,5112,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2018,129.96,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2019,701608,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2019,52362,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2019,6017,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2019,116.6,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2020,146930,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2020,35948,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2020,2664,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2020,55.15,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2021,286843,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2021,49606,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2021,5153,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2021,55.67,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Boardings,2022,336919,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Miles,2022,39448,PSRC Region,0,0,0,All
King County Metro,Ferry,Transit Revenue-Hours,2022,4183,PSRC Region,0,0,0,All
King County Metro,Ferry,boardings_per_hour,2022,80.54,PSRC Region,0,0,0,All
King County Metro,"Light Rail, Streetcar, & Monorail",Transit Boardings,2002,357935,PSRC Region,0,0,0,All
